event_id,type,date,damage_cost,description1,description
5650979,Thunderstorm Wind,05-JUN-98 11:00:00,4K,,Several trees and power lines were blown down.
5651161,Thunderstorm Wind,05-JUN-98 19:15:00,5K,,Several trees were blown down throughout the parish.
5640390,Thunderstorm Wind,03-MAY-98 01:00:00,,,Trees down just southwest of town.
5640393,Thunderstorm Wind,03-MAY-98 01:24:00,,,Metar report.
5640395,Thunderstorm Wind,03-MAY-98 01:40:00,,,Trees down in town.
5637142,Hail,27-APR-98 17:59:00,,,
5637143,Thunderstorm Wind,27-APR-98 18:45:00,,,
5640487,Hail,29-MAY-98 01:10:00,,,
5655294,Hail,28-MAY-98 18:20:00,,,Reported by Pointe Coupee Sheriff's Office.
5655295,Hail,28-MAY-98 18:40:00,,,Reported by the Pointe Coupee Sheriff's Office between New Roads and Maringouin.
5637139,Thunderstorm Wind,27-APR-98 17:30:00,,,
5637025,Thunderstorm Wind,27-APR-98 17:30:00,,,
5628978,Tornado,12-JAN-98 03:00:00,150K,A tornado touched down in Easton, damaging several homes and cars. One mobile home was completely destroyed by the tornado
5651158,Thunderstorm Wind,05-JUN-98 18:40:00,1K,,Several trees were blown down.
5651159,Thunderstorm Wind,05-JUN-98 19:00:00,20K,,Numerous trees and power lines were blown down throughout the parish. At one time the entire parrish was without power.
5636605,Thunderstorm Wind,27-APR-98 20:15:00,1K,,Several trees were blown down.
5636606,Thunderstorm Wind,27-APR-98 23:15:00,5K,,Many trees were blown down throughout the parrish.
5661231,Thunderstorm Wind,01-JUL-98 15:15:00,1K,,Several trees were blown down.
5643630,Thunderstorm Wind,27-APR-98 21:20:00,10K,During a severe thunderstorm, trees were blown down
5643631,Thunderstorm Wind,27-APR-98 22:30:00,50K,Microburst winds blew the roofs off several homes and businesses in Marksville.,
5643634,Hail,27-APR-98 23:30:00,,,
5663759,Thunderstorm Wind,29-AUG-98 16:50:00,25K,Trees and power lines were blown down in central and southern sections of Alexandria.,
5663761,Thunderstorm Wind,30-AUG-98 15:18:00,25K,Trees and power lines were blown down in Woodworth.,
5662083,Thunderstorm Wind,25-JUL-98 16:15:00,2K,,Several trees were blown down
5651160,Thunderstorm Wind,05-JUN-98 19:20:00,30K,,Two mobile homes were totally distroyed. Numerous trees and power lines were blown down throughout the parish. Power was knocked over the entire parish.
5651167,Hail,15-JUN-98 19:20:00,50K,,Several automobile and roofs of houses were damaged.
5651168,Thunderstorm Wind,15-JUN-98 19:21:00,2K,,The windows were blown out of a building.
5653664,Hail,15-JUN-98 19:15:00,,,
5640022,Hail,07-MAR-98 15:00:00,,,
5657890,Thunderstorm Wind,05-JUN-98 09:21:00,,,Numerous trees and powerlines down.
5657891,Thunderstorm Wind,05-JUN-98 09:25:00,,,Numerous trees and powerlines down.
5657888,Thunderstorm Wind,05-JUN-98 08:30:00,,,Numerous trees down along Hwy 154.
5657889,Thunderstorm Wind,05-JUN-98 08:54:00,,,Numerous trees and powerlines down from Ashland to Campi and Robline.
5653519,Thunderstorm Wind,05-JUN-98 18:17:00,,,
5653520,Thunderstorm Wind,05-JUN-98 18:25:00,,,Trees down across Hwy 122.
5653521,Thunderstorm Wind,05-JUN-98 18:30:00,,,Trees toppled across Hwy 118.
5653522,Thunderstorm Wind,05-JUN-98 18:31:00,,,
5653523,Thunderstorm Wind,05-JUN-98 19:00:00,,,
5657715,Thunderstorm Wind,10-JUL-98 16:50:00,25K,,Trees down and two houses damaged from fallen trees.
5664129,Thunderstorm Wind,30-AUG-98 16:45:00,3K,,Trees were blown down in the southern part of the parish.
5661107,Thunderstorm Wind,12-AUG-98 14:55:00,,,
5651460,Thunderstorm Wind,26-JUN-98 16:15:00,1K,,A few trees and large limbs were blown down.
5633730,Hail,05-MAR-98 20:42:00,250K,,Baseball size hail damaged many houses and automobiles.
5633731,Hail,05-MAR-98 20:45:00,100K,,Baseball size hail damaged houses and automobiles.
5654752,Thunderstorm Wind,22-JUN-98 14:30:00,.5K,Sheriffs Office reported trees down.,
5660543,Thunderstorm Wind,01-JUL-98 18:00:00,25K,Local newspaper reported trees and power lines downed across Alexandria and Pineville in northern Rapides Parish.,
5661432,Thunderstorm Wind,29-AUG-98 17:45:00,20K,,Power poles and trees were toppled along Hwy 1 bypass.
5648001,Thunderstorm Wind,17-APR-98 15:45:00,50K,Approximately 60 trees and a few telephone poles were blown down by thunderstorm wind gusts across the north portion of the parish. Several automobiles were damaged by fallen trees. At Baker, a man was trapped in his automobile after a tree fell on the auto. The man escaped unharmed.
5673956,Thunderstorm Wind,07-DEC-98 05:00:00,65K,,A high school sustained heavy roof damage. A barn was destroyed.
5640029,Hail,07-MAR-98 14:00:00,,,
5634103,Thunderstorm Wind,26-FEB-98 08:56:00,2M,Winds clocked at 77 mph roared through Ville Platte, uprooting trees
5634094,Hail,19-FEB-98 17:55:00,20K,Local residents commented they had never seen so much hail in their life. Hail was at least a couple of inches deep, making it look like it snowed. Area roadways were hazardous until the hail melted. A single car accident was directly attributed to the icy roads. Two people were slightly injured in the accident.
5634095,Hail,19-FEB-98 16:45:00,,,
5655264,Hail,28-MAY-98 18:15:00,,,One inch diameter hail reported by the Pointe Coupee Sheriff's Office between New Roads and Maringouin.
5655265,Hail,28-MAY-98 18:20:00,,,Reported by New Roads Police Department.
5634136,Hail,07-MAR-98 05:50:00,,,
5634140,Hail,05-MAR-98 19:50:00,,,
5634141,Hail,05-MAR-98 19:35:00,,,
5634143,Hail,05-MAR-98 19:56:00,,,
5643420,Hail,26-FEB-98 10:20:00,,,The public reported dime size hail.
5643419,Thunderstorm Wind,26-FEB-98 09:50:00,.3K,The Sheriff's Office reported two trees downed in Innis and numerous trees elsewhere causing power outages parish wide.,
5634425,Hail,26-FEB-98 09:10:00,,,
5633997,Hail,05-MAR-98 19:56:00,,,
5633998,Hail,05-MAR-98 19:50:00,,,
5633999,Hail,05-MAR-98 20:02:00,,,
5634000,Hail,05-MAR-98 20:15:00,,,
5634006,Hail,05-MAR-98 19:35:00,,,
5636003,Thunderstorm Wind,10-FEB-98 16:17:00,100K,,Numerous trees and powerlines were felled with about 29
5636000,Thunderstorm Wind,10-FEB-98 16:10:00,,,Trees and powerlines were felled across Hwy 8 and Hwy 165.
5636001,Thunderstorm Wind,10-FEB-98 16:05:00,,,
5636002,Thunderstorm Wind,10-FEB-98 16:05:00,,,
5636006,Hail,19-FEB-98 19:20:00,,,
5651172,Thunderstorm Wind,15-JUN-98 19:45:00,3K,,Several trees and power lines were blown down and roofing was blown off a house.
5653636,Thunderstorm Wind,15-JUN-98 19:15:00,,,
5634426,Hail,26-FEB-98 09:22:00,,,
5651814,Thunderstorm Wind,05-JUN-98 18:30:00,500K,A severe thunderstorm moved rapdily across Rapides Parish, blowing numerous trees down across the parish. The hardest hit area was near Gardner
5634078,Thunderstorm Wind,10-FEB-98 17:30:00,10K,Trees and power lines were blown down.,
5657884,Thunderstorm Wind,05-JUN-98 18:31:00,,,Numerous trees down.
5657885,Thunderstorm Wind,05-JUN-98 18:49:00,,,Trees down along Hwy 165.
5635865,Thunderstorm Wind,10-FEB-98 15:55:00,200K,,Numerous reports of trees and powerlines down.  Some homes were damaged by fallen trees and one mobile home was rolled by the high winds with 2 people inside.  Two children ages 12 and 4 were inside.  The mobile home was said to be secured to the ground.
5633732,Thunderstorm Wind,05-MAR-98 20:54:00,50K,,Strong wind damaged the roofs of several houses. One out building was destroyed and an antenna was blown down.
5634102,Tornado,26-FEB-98 09:08:00,1M,An F1 tornado touched down in Chicot State Park, and moved northeast across the Park towards St. Landry. A park ranger's residence was damaged
5650975,Thunderstorm Wind,05-JUN-98 10:00:00,10K,,Numerous trees were blown down throughout the parrish.
5650977,Thunderstorm Wind,05-JUN-98 10:45:00,3K,,Several trees and power lines were blown down.
5663769,Thunderstorm Wind,06-AUG-98 18:00:00,50K,Severe thunderstorms blew down many trees and power lines, and damaged the roof of a convenience store in Alexandria.
5663770,Thunderstorm Wind,06-AUG-98 17:20:00,25K,Trees and power lines were blown down in and around Bunkie.,
5631012,Thunderstorm Wind,26-FEB-98 09:30:00,25K,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,Two mobile homes were overturned. Two injuries occurred in one of the mobile homes. Many trees were blown down.
5663771,Thunderstorm Wind,30-AUG-98 14:00:00,20K,Trees and power lines were blown down.,
5657950,Thunderstorm Wind,05-JUN-98 10:15:00,,,Several large trees down.
5634020,Hail,07-MAR-98 07:15:00,,,
5657794,Thunderstorm Wind,28-JUL-98 17:10:00,23K,,A new roof was ripped off of Deano's Sporting Goods Store and shingles were ripped from a Church and several other structures.  Several large trees were also uprooted in downtown.
5643118,Thunderstorm Wind,10-FEB-98 19:15:00,.5K,,Several trees were blown down.
5635474,Thunderstorm Wind,26-FEB-98 09:20:00,200K,In the Moreauville/Cottonport area, several homes had their roofs damaged
5642961,Thunderstorm Wind,10-FEB-98 17:15:00,.6K,,Trees and power lines were downed by thunderstorm wind gusts.
5642965,Thunderstorm Wind,10-FEB-98 17:15:00,20K,Parish emergency management official reported a  roof was blown off a building in St. Francisville,  and trees were blown down in several areas of the parish.
5635863,Thunderstorm Wind,10-FEB-98 15:30:00,,,Numerous trees and powerlines were toppled across the community leading to power outages.
5635861,Thunderstorm Wind,10-FEB-98 15:30:00,30K,,Numerous trees and powerlines fell across the area.  A roof was blown off the Georgetown High School.
5655319,Thunderstorm Wind,21-JUN-98 18:30:00,5K,,Thunderstorm wind gust blew the roof off of a barn.
5634130,Hail,07-MAR-98 01:15:00,,,
5635473,Thunderstorm Wind,26-FEB-98 09:14:00,150K,Many trees were blown down in Washington.Also, damage occurred in western sections of the parish. Near Basile
5634101,Thunderstorm Wind,26-FEB-98 08:34:00,100K,Numerous trees and power lines were blown down across the Alexandria area. Two vehicles had trees land on them, slightly injuring five people. At least two homes were damaged from trees falling on them.
5634134,Hail,07-MAR-98 05:35:00,,,Hail measured 7.75 inches by 9 inches measured with a cloth tape in circumference.  This would make the hailstone slightly larger than baseball size.
5634135,Hail,07-MAR-98 05:40:00,,,
5633733,Hail,05-MAR-98 21:04:00,100K,,Baseball size hail damaged the roofs of houses and automobiles.
5633734,Thunderstorm Wind,05-MAR-98 21:20:00,80K,,A framed post office was destroyed. A mobile home was blown off its foundation. Many trees and power lines were blown down.
5633738,Hail,07-MAR-98 06:05:00,,,
5633739,Hail,07-MAR-98 11:48:00,100K,,Several houses and automobiles were damaged by baseball hail.
5633740,Hail,07-MAR-98 16:10:00,,,
5672619,Thunderstorm Wind,06-OCT-98 15:10:00,4K,,Several trees were blown down.
5634084,Thunderstorm Wind,10-FEB-98 18:00:00,20K,Trees were blown down from Port Barre to Palmetto.,
5634073,Thunderstorm Wind,10-FEB-98 15:30:00,10K,Several trees were blown down.,
5634074,Thunderstorm Wind,10-FEB-98 16:30:00,10K,Trees were blown down.,
5634075,Hail,10-FEB-98 15:45:00,,,
5634079,Thunderstorm Wind,10-FEB-98 17:00:00,25K,Trees were blown down between Marksville and Bunkie. Several of them landed on roofs, damaging them at a trailer park near Bunkie.
5634076,Thunderstorm Wind,10-FEB-98 16:15:00,10K,Trees were blown down between Alexandria and LeCompte.,
5634081,Thunderstorm Wind,10-FEB-98 16:30:00,10K,Trees were blown down near Long Pine.,
5634093,Hail,19-FEB-98 16:30:00,,,
5631013,Thunderstorm Wind,26-FEB-98 10:00:00,25K,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,The roofs of several houses were blown off. Many houses had shingles blown off of the roofs. Numerous trees were blown down.
5631014,Thunderstorm Wind,26-FEB-98 10:46:00,,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,
5631015,Thunderstorm Wind,26-FEB-98 10:30:00,50K,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,Many houses had roof damage. Three farm sheds were destroyed. Numerous trees and power lines were blown down throughout the county.
5631016,Thunderstorm Wind,26-FEB-98 09:30:00,30K,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,A rodeo arena was destroyed. A church was blown off of its foundation. An eighteen-wheeler was blown 150 feet off the highway.
5631017,Thunderstorm Wind,26-FEB-98 10:00:00,50K,The damage in northeast Louisiana was caused by a very intense bow echo which had moved across much of south Louisiana earlier in the morning. Widespread damage occurred all along this line of intense storm. The line/bow echo moved across the Mississippi River and cause more damage in Mississippi.,The roof of a bowling alley was completely blown off.
5667914,Tornado,11-SEP-98 17:15:00,10K,The same storm system that caused tornadoes in Acadia and Evangeline Parishes produced a small tornado south of Oakdale, where trees and power lines were blown down across Highway 165.
5707409,Thunderstorm Wind,25-JUL-99 14:38:00,,,Numerous trees down along Hwy 4.
5684323,Tornado,02-JAN-99 01:50:00,50K,This tornado originally touched down 4 miles west of Sugartown, damaging one home.  it continued northeast and intersected Highway 113 near the Whiskey Chitto Creek bridge.  A large swath of large trees were sheared off and twisted.  A few homes in this area received roof damage.  A large trampoline was found 20 feet in the air
5683754,Hail,27-FEB-99 17:45:00,,,
5684463,Tornado,29-JAN-99 14:30:00,10K,A small tornado blew down some trees in rural areas near Elizabeth.,
5684464,Tornado,29-JAN-99 14:55:00,10K,A small tornado was reported by SKYWARN spotters.  NWS survey showed tree tops sheared off.,
5684327,Thunderstorm Wind,02-JAN-99 03:40:00,25K,Several trees and power lines were blown down, and several sheds destroyed in Marksville.
5684322,Tornado,02-JAN-99 01:50:00,50K,This tornado damaged several homes, including ripping the roof off one house.  Numerous trees were ripped up and twisted along the tornado path near Highway 113.
5684315,Thunderstorm Wind,02-JAN-99 01:00:00,100K,A severe thunderstorm damaged several homes and barns in the Pitkin area.,
5692546,Hail,02-MAR-99 18:30:00,,,
5692547,Hail,02-MAR-99 19:45:00,,,
5692557,Hail,12-MAR-99 06:33:00,,,
5696274,Hail,04-APR-99 04:40:00,,,
5714070,Thunderstorm Wind,09-AUG-99 22:16:00,5K,Trees were blown down in Marksville and Bordelonville.,
5689313,Hail,27-FEB-99 15:40:00,,,
5689315,Hail,27-FEB-99 16:10:00,,,
5689316,Hail,27-FEB-99 16:10:00,,,
5684324,Tornado,02-JAN-99 02:20:00,50K,The same storm that produced the tornado near Dry Creek produced a second tornado, this time in Allen Parish south of Mittie.  Numerous trees and power lines were blown down along the track.  One barn was totally destroyed.  The roof was ripped off of one home.
5709209,Thunderstorm Wind,26-JUN-99 09:00:00,5K,Several large trees downed, reported by police department.
5686476,Hail,13-MAR-99 05:40:00,,,
5681641,Tornado,21-JAN-99 21:45:00,5K,,A few trees and power lines were blown down. This tornado continued into Tensas Parish.
5690061,Thunderstorm Wind,04-APR-99 14:00:00,,,Several trees down along southern end of town.
